content,score
"Bukan opini karena sesuai fakta yg terjadi,udah nyoba berkali2 buat unduh sertifikat vaksin tetep gabisa, ""unknown error"" terus. Padahal pas cek NIK yang tertera di aplikasi sudah benar (wong tinggal tak copy-paste) tapi tetep eror, padahal sinyal & device lancar maen pubg juga rata kanan ( ͡° ͜ʖ ͡°). Tolong mas-mbak pak-buk developer yang baik hati untuk segera diperbaiki, Sekian terimakasih 🙏🏻",3
Tolong diperbaiki lagi aplikasinya yang tidak sinkron. Sudah vaksin ke 2 muncul sertifikat dan sudah ada keterangan tapi status vaksinasi masih kuning. Sudah hubungi CS email dan tlp sertifikatpedulilindungi bahkan email pedulilindungi Kominfo tapi tidak ada penyelesaian. Suruh instal ulang cek data dll juga udah. Padahal apa2 sekarang menggunakan scan apk ini tapi masih banyak kendala.,1
Aplikasi yg tidak efisien dan tidak sesuai dengan deskripsi yang diberikan. Adanya akses db di dukcapil buat apa kalau tidak bisa validasi data diri lewat nik? Masih ngulang isi data diri? Dan parahnya harusnya setelah vaksin data otomatis generate sertifikat tapi nyatanya??? Tujuan dibikin aplikasi ini buat apa ya? Mempermudah/mempersulit???,1
"Appnya aneh, klo daftar pake nomor hp, mau langsung masuk lagi gabsa, malah ke daftar daerah yg kena corona, tapi daftar pake email, malah sertifikatnya ga muncul.. mksdnya gmna sih ini app.. mohon tingkatkan kembali yaa.. karena walaupun ini app aneh, tapi kami sangat bergantung, karena semua masuk ke fasilitas, menggunakan app ini.. thx..",1
"#bugs 1.Pas cek nik di sertifikat vaksin itu muncul sudah vaksin, pas lihat sertifikat kosong 2.di hp saya yang lain permission lokasi nya tidak terbaca padahal sudah di allow manual di setting > app #improvement Pas masukan tgl lahir UX nya kurang, user yang awam harus seret tahun terus menerus karna default nya tahun sekarang. Padahal kan bisa di klik label tahun untuk pick tahun secara cepat Thanks",4
"Sertifikat 1-2 sdh keluar, tapi scan QR dr HP ga bisa, katanya lengkapi profil di akun. Begitu mau dilengkapi, pd kolom tgl lahir sdh pilih tgl/bl/th kelahiran tidak bisa tercetak pd kolom. Alhasil, akun blm lengkap gegara kolom tgl lahir itu, jd ga bisa scan QR.. Aneh, masa sertifikat bisa keluar, di profil akun tgl lahir ga bisa tercetak? Terus, pake tgl lahir tetangga gitu?? Tolong ya, sistem diperbaiki atau ada maklumat di semua tempat selain scan QR hp boleh pake print fisik sertifikat. Tks",2
"Ini kenapa ijin lokasinya ga bisa setting ""hanya saat aplikasi digunakan"" 😭, kenapa harus disetting ""ijinkan sepanjang waktu""... Kalo ga disetting ""ijinkan sepanjang waktu"" ga bisa masuk menu home aplikasinya... Tolong diperbaiki ya bapak ibu yang terhormat...",3
"Saya download aplikasi ini demi untuk mempermudah dan mempersimpel sertifikat vkasin eh...... Lemotnya minta ampun setelah ditunggu lama ko punya saya sendiri belum juga tampil padahal secara manual saya sudah beres valsin kedua nya, kemudian anak saya yg pertama telat muncul di aplikasi lindungi peduli, kalau pengen serba simpel sebelum dilempar ke masyarakat tolong dibuat semaksimal mungkin jadi tidak banyak kendala. Mohon perbaiki secara maksimal terima kasih",3
"Permission lokasinya mbok ya jangan allow all the time, ga tentu setiap hari lokasi on. Setidaknya aplikasi bisa bekerja kalau pilih opsi permission allow only while using the app. Karena emng butuhnya pas mau pakai aplikasinya.",2
"Masih butuh banyak perbaikan mulai dari susah buka aplikasi, loading yg lama, sistem yg masih belibet. Sy mau buka pedulilindungi aja susah bnget kata nya sinyal padahal sinyal sy bagus, Perbaiki lagi untuk developer nya biar makin bagus gampang di buka dan sistem yg bagus",1
"Aplikasi buruk dan jelek banget, vaksin pertama ada sertifikat eh sekarangau login gak bisa sama sekali keluar sertifikat vaksinnya malah nyuruh periksa2 Mulu tapi gak keluar2 juga. Aplikasi pemerintah jujur semuanya buruk banget termasuk yg ini. Sekarang mau masuk mall gak bisa lagi karena sertifikat saya hilang dari aplikasi nya. Tolong dong kalo bikin aplikasi yg bagus sekalian dan jgn sering update yg gak ada guna sama sekali. Malah tambah error' berkepanjangan. 👎",1
"Tujuannya baik, tapi ribet unk settingan aplikasi seakan mau tdk mau hrs full setting di setujui (tak ada opsi saat apk di gunakan, hrs full klo tdk ngga akan berhasil di daftar), terus sangat memakan daya baterai dan ini sangat tdk efektif unk org yg kebetulan baterai lowbet, pass kehabisan pls, dan bagi mereka yg tak punya hp. atau apakah lebih baik sistemnya di perbaharui dgn qta hnya menggunakan kartu vaksin dgn barcode dan tempat umum menggunakan alat scan...",1
"Kurang user friendly 1. Ambigu krna saya pilih menu sertif vaksin di profile tp jadi kaya mau daftar pdhl mau liat sertif. 2. kalau saya edit profile masukin nik, nama otomatis msuk ke list sertif. Tp ada kendala : - OTP verifikasi nmr hp lamban - ga bisa edit profile pic (walaupun ga pnting) - beberapa kali close app trus masuk lagi baru bisa jalan Saran : di awal langsung minta nik dan nama biar srtif ny langsung ada 3. Search zonasi blum berfungsi",3
"Mohon maaf saya sudah melakukan vaksin kurleb satu bulan, tapi di SATUSEHAT masih belum muncul sertifikatnya. Sudah update apk, instal uninstal, coba DM, WA, email ke helpdesk KEMENKES beberapa kali tetap belum muncul juga. Saya coba lewat website dari chrome, malah saya salah masuk ke SATUSEHAT SDMK😂. Tolong diperbaiki sistemnya untuk keperluan kelengkapan dokumen 🙏",3
"Saya vaksin tgl 15, terus karna Tekanan darah tinggi jadinya ditunda, Antara aplikasi dan SMS beda, sms tanggal 16 diperintahkan untuk kembali, di aplikasi tanggal 28, siang nya bru dpt sms lagi tgl 28 vaksinya, kan jadi bolak balik ke faskesnya, Kemudian disitu ada ket. Jika ingin mengalihkan tiket buka tiketnya, e pas dibuka tiketnya tidak bisa juga mengubah, Semuanya not bad, cuman saran aplikasinya diperbaiki lagi. Di buat sehingga yang akan di vaksin bisa mengubah faskesnya sendiri. Tks",3
"Rating di bawah 4 pasti bermasalah.seharusnya ada menu bantuan 24 jam chat aplikasi,email,dan WhatsApp, sehingga kelihatan niat bikin aplikasi.Di wajibkan scan QR peduli lindungi, aplikasi nya error' dan super lemot, perbaiki perbaiki perbaiki.......",1
"Aplikasi nya setelah di update jadi tambah buruk, sertivikat vaksin tidak muncul yang muncul malah hanya twnda bahwa vaksin 1 sudah, tapi saat di tekan malah tidak bisa, sangat buruk buruk sekali. Ngasih bintang 1 juga karena ngga ada pilihan buat ngasih bintang mines, emang yah aplikasi ngga ada benernya",1
"Cek validasi nik saya sudah benar vaksi ke dua tetapi sertifikat saya tidak muncul, untuk melanjutkan lengkapi formulir saja tidak bisa ini aplikasi paling banyak bug, atau memeng hanya untuk formalitas saja ? Nomor 119 ext 9 juga susah di hubungi !",1
"Gak efektif pakai beginian malah menghambat waktu dan pekerjaan. Pembaharuan terus menerus bukannya tambah diperbaiki malah tambah gak berfungsi, giliran mau check-in malah muter2 apk nya, trus giliran check out malah check out sendiri tanpa barcode pas lg buka apk. Lama2 gak guna banget.",1
"Aplikasi sangat membingungkan, sudah vaksin 1 dan 2 namun utk mendownload sertifikat vaksin ke2 selalu tdk bisa, dan data tidak valid. Aplikasi seharus ya dibuat untuk mempermudah akses kita tapi ini kok sangat mempersulit dan untuk email bantua juga tdk berfungsi. Kalau sdh bgni masyarakat lagi yang dirugikan.",1
"Sip👍 Appnya dah normal, jangan error lagi kalau bisa. PS: buat yg error di Appnya. Coba lewat webnya aja (aku di Appnya error tapi di webnya bisa). Jangan lupa komplain kalau terjadi gangguan sistem biar langsung di perbaiki.",5
Sistem yg sangat buruk.. data saya yang terinput salah terus.. sudah sy perbaiki di dukcapil eh masuk ke aplikasi salah lagi.. komplain ke email & WA kemenkes gak di respon.!!! Gak guna kalian itu.. hanya mempersulit kami para rakyat...!!!,1
Pas pertama download begitu masukkan no telp langsung terintegrasi. Muncul sertifikat vaksin dan riwayat tes covid. Setelah itu uninstall. Pas install lagi ilang semua wkwk. Pas mau login juga katanya nonya belum kedaftar dan harus daftar lagi. Trus udah masukin NIK tgl lahir juga gk muncul wkwk. Kan lucu,1
"Lemot, wkt check in sangat lemot dan susah untuk masuk, blm lgi saat lainnya memakai applikasi bersamaan, sering banget update jg memakan wktu dan kuota. Mohon diperbaiki bug2 yg srg terjadi, pdhl internetnya stabil dan kuota msh bnyk.",3
awalnya bibgubg ko bs bs pilih selanjutnya. mentok d centang. tapi pas d kecilin font size nya bisa muncul. maklum hp lama. wkkwkwkw layarnya kecil. jd gak muncul full. yg ngoceh2 bilang aplikasi sampah. coba d cek lagi size fontnya d kecilin d pengaturan hpnya. pasti muncul. thanks.,5
"Saya daftar no hp bisa, otp langsung masuk. Tapi saat daftar vaksin, otp nggak masuk2 padahal nomor sama. Sekelas pemerintah aplikasinya nggak pinter banget. Padahal metode otp bisa banyak, bisa pake wa atau telp, trus kalau ada kendala bisa pakai cara alternatif. Tp ini enggak, cuma polosan by SMS aja dan klo ada kendala ga ada opsi alternatif. Too bad to government app",1
"Untuk sementara saya uninstal dulu...meskipun sudah ada penambahan fitur notifikasi/lokasi... Aplikasi hanya muter2 saja mencari lokasi... semua perangkat yg diminta sudah diaktipkan, bluetooth, gps... Trus hp merek/jenis apa saja yg kompatible dg aplikasi ini ? (redmi note8 ga bisa ?) Terima kasih.",3
"Ini yg salah aplikasinya atau gimana ya, saya udah instal berkali2 tetep sama aja ga muncul sertifikatnya, padahal udah udah vaksin pertama sama kedua. Disuruh periksa ke paspor digital juga ga ada, waktu vaksin pertama di bbrp bulan saya nyoba pake link buat ambil sertifikat dan bisa, kenapa yg kedua ini ko ga muncul barengan sama sertifikat pertama, padahal nomer telpon sama nik udah bener. Apalagi setiap saya coba bikin akun peduli lindungi masukin tanggal/bulan/tahun gk tercantum terus.",2
"Uda sering pakai, tapi tiba2 aplikasi jadi tidak terdaftar, mau login pakai nomor hp malah tertulis tidak terdaftar, mau login pakai email tidak keluar kode verifikasi, bikin akun baru, status keluar sudah vaksin ke dua, tapi tidak bisa synchrone ke akun... aneh banget ini app",1
"Tolong diperbaiki dibeberapa tipe hp dengan ukuran layar yang tidak terlalu besar, pada saat mau login setelah memilih bahasa lalu persetujuan kebijakan privasi tidak bisa klik next karna tidak muncul pilihan dan di beberapa hp pilih next ada tp kurang full karna dilayar hanya sedikit saja tampilan nya.",1
"Aplikasi Dungu. Udah daftar, menu nya muter2 di step izinkan lokasi, ga bisa lanjut. Kalau bisa upload video saya lampirin. Udah klik izinkan lokasi. Muter2 disana terus. Ini udah unduhan yg ke dua kali, berharap bisa ternyata masih sama",1
"Untuk yang belum terima sertifikat, bisa login dulu melalu browser ke alamat web pedulilindungi.id (tiketnya di buka dulu dari situ) lalu buka kembali aplikasi pedulilindungi, nanti data akan muncul / Ter Update otomatis, sy udh coba dan berhasil... terimakasih",5
"Aplikasi Negara tapi jelek banget. Saya udah masukin email saya terus lama banget kekirim kodenya, giliran kodenya muncul malah gakbisa udah invalid, nyoba lagi malah gabisa, terus aja gitu terus, cape, heran banget sama nih aplikasi, katanya email saya sudah terdaftar ternyata waktu dicoba tidak bisa sama sekali harus pake nomor telepon. Aplikasi Negara tapi jelek",1
"OTP ga jalan, ga bisa cetak sertifikat (sertifikat tidak ditemukan), sertifikat cetakan yg pertama ga bisa discan qr, minta akses lokasi terus menerus.. padahal ngapa2in harus nunjikin sertifikat baik digital atau cetak.. jadi penasaran aplikasi ini untuk nguntit atau untuk apa sih? ga bisa dipake walau udah masukan NIK dan Nama dan ga bisa cetak sertifikat weleh weleh",1
"Sdh diinstal, gps sudah nyala.. tetapi ada peringatan kl lokasi gps palsu yang terdeteksi. Padahal gak instal app fake gps. ada permintaan matikan lokasi dan nyalakan setelah 5 menit. Tp tetep sama aja. Jadinya gak bisa akses. Uninstal deh.",1
"Sekedar masukan, untuk pengaturan izin lokasi di aplikasi mengapa harus selalu dengan opsi ""selalu izinkan"", harusnya bisa opsional, misalnya ""izinkan hanya saat aplikasi digunakan"" supaya bisa menghemat data dan batery ponsel yg digunakan",2
"Tampilan sederhana, tapi lemot, banyak bug nya. Saat cek sertifikat vaksin kadang ada kadang belum terdaftar. Nge chat no wa bot kemenkes RI karena ada yg mau ditanyakan, katanya akan dihubungi sama petugas nya, eh sampai sekarang belum dihubungkan juga. Padahal sudah menunggu 20 menit an lebih🙂 Lebih cepat layanan aplikasi belanja daripada aplikasi pemerintah, agak mengecewakan😔😕",1
"Ini knapa ga bisa di buka ya .. tidak ada konekai internet. Padahal full sinyal oke. Mau download sertifikat , tidak dapat SMS ternyata input nomor telepon salah. 😥. Di formulir nulis nulis nomor telepon yakin bener .100%. Tpi hasil print salah nomer🤦",1
"Aplikasi aneh, pdahal ini penting bgt buat tracking selama pandemi, tp knp di akun saya mau ubah data susahnya ga masuk akal, ganti tgl lahir ngga pernah bisa, pdahal kalo mau bisa download sertifikat hrus lengkapi data diri, tp saat mau melengkapi aplikasinya jd songong aneh gak jelas, tolong perbaiki dong",1
"Ini gimana ya? Aku ke logout pas di update, giliran mau logib ulang susahnya bukan main, banyak ij8 itunya, kode OTP gak masuk lah, daftar ulang ga bisa, nomor sudah terdaftar, kebanyakan percobaan log in, sampah bngt aplikasinya !!! Ganggu orng mau perjalanan aja !!",1
"Tolong dong di perbaiki :') Tulisan awal yg setuju buat masuk aplikasi ga bisa di scroll ke atas, akhirnya ga bisa neken tombol setuju buat aplikasi, sementara kalau masuk mall/kerja di suruh scan code aplikasi sedangkan hp kentang layarnya agak kecil ga lebar kek hp""mahal Tombol biru ga kelihatan kependem di bawah, gimana cara loginnya Tolong di perbaikin, biar bisa di scrol ke bawah buat teken tombol biru buat masuk apl awal",1
Bagus ide nya tapi terus Ada ODP . OTG. Sekarang OTP terus PDP ...! Kirain partisipan yg tertular yg pasang. Terus bluetooth . Bukan GPS. Kirain yg covid yg Deket kita terus hindari. Gak tahunya riwayat perjalanan kita itu pun klu bluetooth di nyalakan. Klu gak dinyalakan ya percuma...! Canggih an dikit ngapa ..! Begitu instal GPS mode on terus...! Gak usah OTP email aja ..! Oke otp boleh tapi yg lancar ya....!,3
"Scand QR Code sering di log out otomatis, setelah ada update jadi aman, tapi data pribadi seperti riwayat tes jadi hilang setelah update, padahal sebelum update, data vaksin, tes pcr sudah muncul. Mohon kebenaran datanya ditingkatkan. Data pribadi sudah benar n sama dengan sebelumnya",3
"Sebenernya lumayan jg dibuat aplikasi begini, ga perlu rempong lg bawa kartu vaksin, tinggal scan qr/tunjukin sertifikat vaksin, cuma kenapa pas mau isi tanggal lahir, selalu gabisa, udah pilih tanggal trus klik ""OK"" malah tetep kosong. Tolong diperbaiki, kalo gabisa isi tgl lahir, gabisa scan qr.",3
"Awalnya mudah dalam penggunaan aplikasi nya..tapi anehnya data tiba2 berubah tempat vaksin nya..tertulis di RS Pelni, padahal vaksin di istora senayan dan tennis indoor senayan dan sudah 3 bulan berlalu tetap seperti itu tulisannya. Setelah lama digunakan sering eror, gabisa buka aplikasi seperti biasanya, hanya muncul tulisan ""izinkan akses lokasi terus"" padahal sudah diizinkan lokasi tapi selalu muncul begitu terus di beranda utama, jadi skg hanya akses di web krn aplikasi gabisa dibuka",2
"Aplikasi'y suka bikin emosi. Tiap mo masuk mall hrus scan dan wktu scan slalu ga bisa, muncul perbaharui data diri. Sedangkan waktu diisi TGL LAHIR selalu TIDAK BISA. APA YANG SALAH SIH?? update sudah, koneksi internet jg ga bermasalah. TOLONG DONG DPERBAIKI biar sbagian org ga merasa dbuat ribet",2
"Awalnya kasih bintang 5 skarang turuni ke bintang 2. Knp? Setelah update bukan malah baik tapi malah bikin kacau. Buka akun untuk cek sertifikat vaksin aj gak bisa2. Loadingnya lama banget, lemot banget padahal koneksi internet full, buka aplikasi lain dan main game lancar tp untuk aplikasi pedulilindungi setelah update lemot banget. Bagus versi sebelumnya yg bisa digunakan. Update2 tapi tdk berkualitas. Segera dibenahi.",2
"Kenapa pada saat pendaftaran vaksin di bagian akhir (3) konfirmasi. Kode otp yang dikirimkan saat dimasukan malah tidak terbaca atau error. Dengan tulisan ""cannot marshal response"" tidak bisa di proses atau terbaca. Mohon diperbaiki sistem errornya, Saya jadi gak bisa daftar vaksin dan mengikuti vaksinasi kalo begini. Mana gak ada menu laporan/kendala di aplikasinya",1
"Aplikasi ini khan katanya penting, kemana mana menggunakan aplikasi ini. Tapi kenapa tdk bs masuk ke aplikasi ini stuck trs di kotak syarat dan ketentuan tdk ada tombol setuju. Ada yg blg font di hp dikecilin ..sdh dilakukan tp ttp aja sama. Ada yg blg masih terlihat garis biru samar2 dan coba ditekan2 pelan2 ttp aja gak bisa. Saya lihat dikomen kendalanya bnyk yg sm...tolong donk diperbaiki, ini u/ masyarakat umum..jd type hp juga pasti beda2..sesuaikan u/semua hp. Thanks",1
"Gak jalan aplikasinya, login pakai no hp maupun email, cuma loading saja, hingga muncul error, sudah sesuai data yg didaftarkan.. Sudah diinstall uninstall lebih dari 5 kali, code otentifikasi muncul, tapi aplikasi hanya loading saja sampai error yg muncul dan keluar sendiri dari aplikasi... Hadeeehhh... Capeekkkk deh.. Bikin ribet kalau ada perlunya.. Tolong dibantu ya... Piye. Iki..?? Wajib pakai tapi aplikasi malah bikin susah...",2
apa apaan aplikasi server msh lemah spt versi beta. pas daftar di website peduli lindungi sertifikat muncul smua dan gada masalah. giliran login via app ko malah ngulang terus dan lambat loadingnya. mau pakai data ataupun wifi tetap sama. kalau aplikasinya blm siap jgn di publish lah.,1
"Cs atau after salesnya lambat respon nya.. Kurang nggreget.. Sertifikat vaksin 2 sudah sebulan nggak muncul.. Email sudah, telpon sudah, browser sudah, hopas hapus aplikasi sudah sering.. Sertifikat masih belum keluar juga sampai detik saya komen ini. Di InstaGram nya komen dimatikan.. Coba bisa komen saya yakin banyak banget aduan...",1
Ini kok slow respon sekali aplikasinya terutama history vaksin harus selalu masukkan data NIK dan nama dan tidak tersimoan otomatis di aplikasinya. Jd cek nya berulang2 dan memperlambat proses bila mau dipergunakan dalam proses check in pesawat.,1
"2 hari yang lalu sebelum di update tidak ada masalah. Hari ini setelah update yg terbaru malah tidak bisa di pakai, daftar ulang hanya muncul tulisan ""*OTP TIDAK VALID*"" . sudah di masukan no.tlp dan email, sama juga, OTP TIDAK VALID. Bagaimana nih , jangan hanya nyedot kuota doank... Ada fungsi ga nih aplikasi.. Ga jelas banget...",1
"2 Bintang dahulu, Harap Perbaiki 1. Integrasi Antara Data Akun yg Sudah Didaftarkan (karena slalu Meminta Input NIK secara Manual dan berulang) 2. Disediakan Unggah Foto Profil, Namun tidak Muncul 3. Sertifikat Vaksin Ke-1 & Ke-2 saya tidak Muncul 4. Tampilan kurang menarik 5. Intergrasi dalam Input Data dengan Kecepatan Penemuan Hasil data agak lambat (padahal Koneksi saya Cepat, Up to 50Mbps) selebihnya blm saya temukan masalah. harap poin di atas untuk menjadi perhatian. terimakasih",2
"Aplikasi yg ga jelas, mau login no hp tidak ditemukan, pas daftar malah tulisannya anda sudah terdaftar, trus fasilitas lupa password ga ada, masukkan email email not found, pas daftar email sudah terdaftar, maksud e pie.. aplikasi kok ga jelas gini.. menyusahkan...",1
"Sudah di instal uninstal, tetep sama sja, tidak bisa masuk ke halaman awal branda kayak org lain, yg langsung ada maps lokasi dan scanQR barcode, Daftar sudah vaksin sudah tp udh instal brp x tetep gk ada tampilan menu maps awal branda nya,, Pusing..",1
"Aplikasi yg dulu saat dipakai hanya di dlm ancol bs chek out sendiri tdk di perjalanan lainnya, skrg stlh upgrade yg ini sdh 2x sama hr ini tdk bs chek out, sdh matikan lokasi sampai delete aplikasi dan instal ulang jg sama tdk bs posisi saat ini masih di dlm ancol padahal sdh keluar dr bbrp jam yg lalu. Sdh gitu hilang data perjalanan selama ini stlh upgrade ke aplikasi yg ini",1
Jelek tidak bisa di gunakan.. jaringan koneksi tidak ada. Pada kalo buka yg lain bisa dan sinyal bagus.. saya gimana mau ambil sertifikat vaksin nya kalo apk.nya saja tidak bisa di buka. Perangkat saya samsung A21s ram 6gb internal 128gb. Masa iya gak bisa bisa buka apk ..,1
"Parah sih. Aplikasinya pilih2 hp. Di hp ku ga muncul tulisan daftar ataupun klik setujunya. Padahal hpku ga kecil2 amat. Gini banget dah ni aplikasi, ga bisa di scroll halamannya jadi ga bisa login. Percuma ulang Download sampe 5 kali. Tetap tidak berguna",2
Eeeeemm hal simpel yang membuat masalah di apk ini yaitu di bagian syarat dan kebijakan privasi habis di cek list itu seharusnya tekan tombol setuju namun di beberapa hp tombol itu nggak ada soalnya layarnya gak muat nah seharusnya bisa di scroll namun sayangnya tidak itu lah masalah nya mohon di perbaiki saya butuh sertifikat nya,1
"Kayaknya kurang update, saya sdh vaksin dua kali belum ada sertifikatnya Lagian setiap mau cek harus selalu login lagi dengan nko ktp padahal akun sdh aktif sdh daftar dengan no ktp juga.ribet. tapi overall lebih baik ada daripada tidak ada. Maklumi saja+62 memang senang kalau bisa ribet ngapain simple.",3
"Ini aplikasi bug terus, waktu log in lewat nomor hp terus di log in gak muncul nomor verifikasi dari whatsapp, besoknya di coba lagi tetep gak mau muncul nomor verifikasinya. Sedari ganti jadi aplikasi SATU SEHAT bukannya malah bagus malah gak ada kenyamanannya.",1
"Saya sudah pernah mengajukan pergantian nomor melalui WA KEMENKES, tapi sayangnya seperti dimodusin karena dari pihak kemenkes meminta untuk cek secara berkala diaplikasi untuk memastikan nomor apakah sudah terganti apa belom, ternyata sudah 8bulan gak diurus dan tidak ada perubahan sama sekali dan nomor yang baru inipun masih gak bisa buat login di aplikasi pedulilindungi. Tolong pak kemenkes agar menghapus aplikasi ini dari masyarakat jika kepastian sulit didapat dan malah merugikan.",1
"Ini gimana masa lengkapi profil akun gak bisa. Padahal Nama dan NIK ny sudah sesuai KTP,,tpi Gagal disuruh sesuaikan terus.. saya mau nampilkan QR code nya gimana kalo kayak gitu?🙄 Gak bisa masuk mall saya gara gara itu karena scan barcode ny gak bisa juga🙄🙄 Mohon yang buat aplikasi lebih di perhatikan lagi kendalanya, bikin susah🙄",1
"Terlalu sering pembaruan, memakan memory internal saya saja masa tiap 3hari sekali selalu saja pembaruan begitu login tampilan nya ya seperti itu itu saja... Tolong jangan sering pembaruan kalo tidak ada perubahan dalam tampilan menu bar Nya",1
"Lokasi pada menu utama dan pada notifikasi berbeda. Lokasi sebenarnya yg di notifikasi. Metode deteksinya dengan menggunakan Bluetooth, bagaimana jika yg positif tidak ikut gabung dengan aplikasI ini, apa tetap bisa dideteksi berdasarkan sinya hp ?",3
"Aplikasi ribet, ngelog out sendiri...masih perlu diperbaiki, dikembangkan lagi, dipaksa pake aplikasi ini, tapi fungsinya di lapangan belum memadai....bayangin kalau posisi baru padat agenda cuma buat scan dll butuh waktu 15 menit sendiri, blm lagi kalau HP ngeLAG... Dah tu emosi jiwa pasti 😑😑",1
"Yang bermasalah pendaftaran, verifikasi atau server error, sama Gua juga,,, lewat browser baru bisa,, Ini aplikasinya masih butut alias gembel alias rusak... Scan QR code gak bisa masalah GPS terooss... Gua sedikit"" ngerti teknologi, udah gua cek berulang"" hasilnya masih zonk... Semua serba Sertifikat Vaksin & Scan Barcode tapi supportnya gak ada!!! Serba susah, berlibet...",1
"tolong di perbaiki sistemnya,sudah 2 minggu sy tidak bisa login,setiap buka apk ini selalu ada tulisan perbaharui dan tidak terima kasih.tapi setiap di pilih yg perbaharui selalu gagal/tidak bisa.padahal jaringan bagus 4G,kuota jg masih ada(di atas 5GB)sy sangat butuh apk ini karena pekerjaan sy yg keluar masuk tempat tempat tertentu yg mengharuskan scan barcode apk ini",1
"Aplikasinya amat sangat kurang SMART, data yg terdaftar sudah lengkap, begitu terverifikasi dan dibuka aplikasinya masih ada data yang tidak terdaftar, begitu diedit ulang data diri penerima VAKSIN COVID-19, aplikasi PeduliLindungi.co.id TIDAK mau mengeditnya bahkan jadi ERROR sinyalnya.",1
"Setelah di update koq jadi ndk bisa dibuka sama sekali? Masuk cuma ke gambar awal semacam logo tangan pegang hp saja, dan sy tunggu sampai luamaaa sekali ndak masuk2 juga.. Saya ulang2 juga sama saja. Saya coba masuk link peduli lindungi lewat google juga error linknya... Ada apa nih??? Tolong dong developer stuck ini diperbaiki, saya mau cek tiket vaksin booster saya nih.. Hadeehh... 😕",1
"Ini gimana coba aplikasi, suruh kemana"" bawa trus scan barcode, tapi pas pilih wni trus centang biru buat selanjutnya malah balik lagi ke awal milih wni terus sampe berulang"". Ini yang bikin aplikasi niat ga sih??? Udh sulit tambah dipersulit lagi jadinya",1
"Tadi saya habis vaksin,pas saya mau cek sertifikatnya disuruh perbarui dan pas saya perbarui mau masuk malahan gabisa2,dan selalu muncul ""sayangnya pedulilindungi telah berhenti"" terus langsung keluar sendiri saya coba download ulang lagi berkali2 tetep kaya gitu, sampe saya hapus datanya tetep masih kaya gitu juga",1
"Benar dan sama seperti koment yg lain, nih appnya masih blum dikaji dan di cek dgn benar oleh adminnya, saya bisa masuk dan mendaftar dgn lancar tpi pas mau ngecek sertifikat tdk bisa dan penggunaan lokasi yg berulang2 sampe appnya ngga bisa dijlnkan alias errooorr..",1
"Kemaren hp saya habis direstart ulang sofwernya, terpaksa semua aplikasi selain internal hp terhapus semua. Sudah download ulang pedulilindungi, tapi ternyata ga bisa masuk..gak bisa buka. Seharusnya tinggal log in seperti aplikasi yg lainnya. Emang payah bener. Tolong perbaiki aplikasinya, soalnya sewaktu2 butuh scan di area ttt.",1
"Aplikasi selalu minta diperbaharui padahal sudah versi terbaru, sudah instal ulang juga minta di-update terbaru sampai capek. Aplikasi satu sehat sangat tidak jelas untuk hanya lihat sertifikat vaksin. Tidak simpel seperti Verdi pedulilindungi dulu.",1
"Tidak keluar dokumen hasil PCR,padahal nik sudah benar,, verifikasi email juga cuman loading gak jelas,,,bolak balik di restart hp,un install aplikasi tetep aja gak bisa....tolong dong pembuat aplikasi agar kinerjanya bisa efisien",1
"Aplikasi di buat seharusnya utk memudahkan,ini aplikasi malah menyusahkan ,berkali - kali mau masuk engak bisa-bisa, tolong dong diperbaiki jangan jadi membuat ribet karena aplikasi ini penting sbg sayarat bepergian dgn transportasi dan masuk ke gedung.",1
Awal saya download bagus bisa digunakan tapi setelah diperbarui data saya hilang dan mau digunakan scan barcodenya gak bisa.. Disuruh lengkapi profil giliran udah mau diperbarui tanggalnya gak bisa berubah alhasil saya gak bisa masuk mall.. Tolong diperbaiki lagi,1
"Busuk nih Aplikasinya, mana udah vaksin ke 4 (boster ke 2) tapi di App nya masih ketulis 3 (boster 1) dan sertifikat ke 4 (boster 2) gak ada, dari pihak Puskesmasnya sudah mengkonfirmasi bahwa data sudah terinput dan berhasil, tapi status di App nya masih sama aja. Pas masuk nge Lag lagi, layarnya jadi putih aja lama masuknya",1
"Aplikasi ini masih kurang dr kata layak... Bukannya mempermudah, malah mempersulit.. Pembaruan terus muncul, tp masih saja suka DELAY saat screen Barcode... Tolong ditingkatkan lagi pengelolaan aplikasi ini. Agar masyarakat tidak kesusahan ketika masuk ke tempat2 yg harus menggunakan aplikasi ini...",1
Ini kenapa buat ngisi tanggal lahir gabisa terus? Kalo datanya ga lengkap QR Codenya ga keluar sedangkan mau melengkapi data tapi merah terus. Gaisa diisi. Aplikasi ini sebenernya ga mempermudah sama seklai. Bikin ruwet yang ada. Haduuuh,1
"Gps harus selalu aktif itu mengganggu, tolong penggunaan gps ketika aplikasi digunakan saja karena beberapa hp terkuras baterai akibat penggunaan gps. Dan untuk check out lokasi belum paham, kenapa tidak disederhanakan untuk scan QR pertama untuk check in dan scan QR kedua artinya untuk check out di lokasi kunjungan dititik manapun.",3
